Utterance,Speaker,Dialogue_ID,Start_Time,End_Time,Wav_Path,Video_Path,Emotion
Fifty bucks. Mmhmm.,Ses01F_impro03_F022,Ses01F_impro03,99.7775,102.03,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,neu
"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",Ses01F_impro03_M021,Ses01F_impro03,101.67,104.35,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M021.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,neu
Yeah.,Ses01F_impro03_F023,Ses01F_impro03,102.62,103.4625,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,neu
Well so now we're married. We have cat children.,Ses01F_impro03_F024,Ses01F_impro03,103.78,108.1825,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,hap
Awesome.,Ses01F_impro03_M022,Ses01F_impro03,105.29,106.95,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M022.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,exc
[LAUGHTER] Cat babies.,Ses01F_impro03_M023,Ses01F_impro03,107.71,111.4,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M023.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,hap
"We renamed Brenda, Lumber Janet.",Ses01F_impro03_F025,Ses01F_impro03,110.23,114.16,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,hap
That's fair enough.,Ses01F_impro03_M024,Ses01F_impro03,117.36,119.58,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M024.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,neu
She needs a new name each state that we go into. [LAUGHTER],Ses01F_impro03_F026,Ses01F_impro03,114.19,120.2,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,hap
"Have you tried, uh, Craig's List?",Ses01F_impro04_M000,Ses01F_impro04,2.7418,6.6575,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"Uh, what?  Craig's List?  Oh the internet thing?",Ses01F_impro04_F000,Ses01F_impro04,7.2455,11.64,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Yeah.,Ses01F_impro04_M001,Ses01F_impro04,10.46,12.13,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
I don't know.  Isn't that-- that's all like escort services and things like that.,Ses01F_impro04_F001,Ses01F_impro04,11.7448,16.15,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
No.  There's regular jobs on there.,Ses01F_impro04_M002,Ses01F_impro04,15.64,18.9,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",Ses01F_impro04_F002,Ses01F_impro04,18.6,30.8976,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Uh huh.,Ses01F_impro04_M003,Ses01F_impro04,26.91,28.71,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
I'm just saying I have a friend that got a good job on it so I was just recommending it.,Ses01F_impro04_M004,Ses01F_impro04,30.88,35.5225,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
He's like a manager for a theatre.,Ses01F_impro04_M005,Ses01F_impro04,37.19,40.53,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
He's like a house manager. Yeah.  It's a good job.,Ses01F_impro04_M006,Ses01F_impro04,40.54,43.576,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
He just...,Ses01F_impro04_F005,Ses01F_impro04,43.35,45.7596,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
you know what?  I heard about that job.  I applied for that.,Ses01F_impro04_F006,Ses01F_impro04,46.2735,49.83,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
You did?,Ses01F_impro04_M007,Ses01F_impro04,49.39,50.58,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Yeah.  I saw a posting at the theatre.,Ses01F_impro04_F007,Ses01F_impro04,50.11,54.31,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F007.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Yeah.,Ses01F_impro04_M008,Ses01F_impro04,55.21,56.33,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
You've been looking for a job for a long time; that was a long time ago.  Right?,Ses01F_impro04_M009,Ses01F_impro04,56.35,59.0245,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Yeah.,Ses01F_impro04_F009,Ses01F_impro04,58.71,60.0937,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Hmm.,Ses01F_impro04_M010,Ses01F_impro04,59.8,61.55,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
I don't know.  He had a really good resume I guess and--,Ses01F_impro04_M011,Ses01F_impro04,65.97,69.77,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Yeah.  Do you have a resume?,Ses01F_impro04_M012,Ses01F_impro04,70.38,72.7264,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
It's kind of helpful when getting a job.,Ses01F_impro04_M013,Ses01F_impro04,73.7473,77.15,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
I just- I mean I call people up and I tell them what I'm good at.,Ses01F_impro04_F013,Ses01F_impro04,76.49,80.7269,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,Ses01F_impro04_M014,Ses01F_impro04,80.1435,87.81,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Yeah.,Ses01F_impro04_F014,Ses01F_impro04,85.49,86.98,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",Ses01F_impro04_M015,Ses01F_impro04,92.37,99.27,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
I'm there in front of them.  I'm telling them what I'm good at.,Ses01F_impro04_F016,Ses01F_impro04,97.41,101.0475,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F016.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
"Yeah.  But the piece of paper helps, too.",Ses01F_impro04_M016,Ses01F_impro04,100.485,103.47,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Why?  It's a piece of paper.,Ses01F_impro04_F017,Ses01F_impro04,102.78,105.415,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F017.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
"No.  But it has an outline, you know.",Ses01F_impro04_M017,Ses01F_impro04,104.97,107.78,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",Ses01F_impro04_F018,Ses01F_impro04,106.17,111.86,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F018.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
"I know.  Okay.  Well, um. Maybe--",Ses01F_impro04_M018,Ses01F_impro04,111.66,117.725,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",Ses01F_impro04_F019,Ses01F_impro04,114.92,122.31,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F019.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Yeah.,Ses01F_impro04_M019,Ses01F_impro04,118.46,119.77,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"Okay, yeah.  I would imagine.",Ses01F_impro04_M020,Ses01F_impro04,121.5,123.42,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",Ses01F_impro04_M021,Ses01F_impro04,129.43,139.16,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"That's baloney, that's baloney.",Ses01F_impro04_F021,Ses01F_impro04,133.74,137.44,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F021.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Please.,Ses01F_impro04_F022,Ses01F_impro04,138.13,139.89,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F022.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
maybe get a car.,Ses01F_impro04_M022,Ses01F_impro04,139.5219,141.8225,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"I just, you know, think you should try a little harder maybe.",Ses01F_impro04_M023,Ses01F_impro04,144.9125,149.51,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
you think that you're better than me because I don't have a car?,Ses01F_impro04_F023,Ses01F_impro04,148.55,152.85,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F023.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
I didn't say that.,Ses01F_impro04_M024,Ses01F_impro04,151.84,154.03,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"You know, you're riding the bus, too.",Ses01F_impro04_F024,Ses01F_impro04,153.18,155.2925,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F024.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
"I am riding the bus, but by choice.",Ses01F_impro04_M025,Ses01F_impro04,154.6,157.8,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Why?  What choice?,Ses01F_impro04_F025,Ses01F_impro04,157.1625,159.7,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F025.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
"To save the environment, carpool.",Ses01F_impro04_M026,Ses01F_impro04,158.95,161.35,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
You're saving the environment. mmhmm,Ses01F_impro04_F026,Ses01F_impro04,161.0787,163.78,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F026.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Yes.  One less car at a time.,Ses01F_impro04_M027,Ses01F_impro04,162.12,164.7825,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Interesting.  That's fantastic.,Ses01F_impro04_F027,Ses01F_impro04,164.3925,167.565,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F027.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Mmhmm.,Ses01F_impro04_M028,Ses01F_impro04,165.47,166.71,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
"You know, you don't have to take out your frustration on me, you know, just because...",Ses01F_impro04_M029,Ses01F_impro04,167.05,171.43,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M029.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
I'm not frustrated.,Ses01F_impro04_F028,Ses01F_impro04,170.83,172.84,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,ang
...you can't get a job and refuse to have a resume.,Ses01F_impro04_M030,Ses01F_impro04,171.75,175.26,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M030.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
Who do you think you are?,Ses01F_impro04_F029,Ses01F_impro04,175.27,178.43,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,ang
I don't think I'm anyone.,Ses01F_impro04_M031,Ses01F_impro04,178.0033,180.865,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
You are so high and mighty.  I just--,Ses01F_impro04_F030,Ses01F_impro04,180.3025,183.4875,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,ang
I- I-I didn't-- okay.,Ses01F_impro04_M032,Ses01F_impro04,182.82,185.54,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,neu
Oh.  I'm saving the environment. I'm riding this car because I- I want to.,Ses01F_impro04_F031,Ses01F_impro04,184.47,188.87,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,ang
What? Oh.  So now you're...,Ses01F_impro04_M034,Ses01F_impro04,188.01,190.71,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M034.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
"The bus, I'm riding the bus because I want to.",Ses01F_impro04_F032,Ses01F_impro04,189.12,192.02,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,ang
you know what?  You don't have to take your anger and your hurt out on me.,Ses01F_impro04_M035,Ses01F_impro04,191.28,195.13,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M035.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,fru
I can not-- you are not here by choice.  Nobody would ride this bus by choice.,Ses01F_impro04_F033,Ses01F_impro04,193.5875,199.4325,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro04.avi,ang
Hi.,Ses01F_impro05_F000,Ses01F_impro05,4.24,5.23,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F000.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,fru
Hi.  Thanks for waiting.,Ses01F_impro05_M000,Ses01F_impro05,3.61,5.19,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M000.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,neu
Yeah. This is the fourth line that I have been in.,Ses01F_impro05_F001,Ses01F_impro05,5.26,7.16,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F001.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,fru
Can I help you?,Ses01F_impro05_M001,Ses01F_impro05,5.21,6.44,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M001.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,hap
Uh huh.,Ses01F_impro05_M002,Ses01F_impro05,6.6,7.71,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M002.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,hap
I need my bag.,Ses01F_impro05_F002,Ses01F_impro05,7.35,8.85,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F002.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,fru
Okay.,Ses01F_impro05_M003,Ses01F_impro05,8.32,9.8,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M003.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,neu
"I flew in over three hours ago, I've been in four different lines.",Ses01F_impro05_F003,Ses01F_impro05,9.2,13.02,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F003.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi,fru
